"session_id","sex","age","citizenship","referrer","us_or_international","lab_or_online","anchor","everest_feet","everest_meters"
2481643,"f",18,"US","tamuon","US","Online","low",20000,NA
2481651,"f",20,"US","tamuon","US","Online","high",37000,NA
2481702,"m",19,"US","tamuon","US","Online","low",29000,NA
2481714,"f",20,"US","tamuon","US","Online","low",29000,NA
2481741,"f",18,"US","tamuon","US","Online","high",40000,NA
2481750,"m",19,"US","tamuon","US","Online","low",15000,NA
2481788,"f",17,"NG","tamuon","US","Online","low",5000,NA
2481851,"f",18,"US","tamuon","US","Online","high",15000,NA
2481868,"f",18,"US","tamuon","US","Online","low",30000,NA
2481885,"f",18,"US","tamuon","US","Online","low",45000,NA
2481901,"m",18,"US","tamuon","US","Online","low",35000,NA
2481902,"f",18,"US","tamuon","US","Online","high",40000,NA
2481903,"f",20,"US","tamuon","US","Online","high",45499,NA
2481911,"f",19,"US","tamuon","US","Online","low",6000,NA
2481912,"f",19,"US","tamuon","US","Online","high",35000,NA
2481964,"f",18,"US","tamuon","US","Online","high",3000,NA
2481965,"f",19,"US","tamuon","US","Online","high",43000,NA
2482000,"f",18,"US","tamuon","US","Online","high",30000,NA
2482018,"f",19,"US","tamuon","US","Online","low",2789,NA
2482061,"f",19,"US","tamuon","US","Online","high",35000,NA
2482084,"f",18,"US","tamuon","US","Online","high",40000,NA
2482088,"f",19,"US","tamuon","US","Online","low",4500,NA
2482092,"f",18,"US","tamuon","US","Online","high",38500,NA
2482098,"f",18,"US","tamuon","US","Online","high",45000,NA
2482108,"m",18,"US","tamuon","US","Online","low",45000,NA
2482114,"f",18,"US","tamuon","US","Online","high",36000,NA
2482143,"f",18,"US","tamuon","US","Online","low",20000,NA
2482158,"f",19,"US","tamuon","US","Online","high",45000,NA
2482170,"f",20,"US","tamuon","US","Online","high",45000,NA
2482186,"f",18,"US","tamuon","US","Online","high",35000,NA
2482192,"f",18,"US","tamuon","US","Online","low",12000,NA
2482228,"f",18,"US","tamuon","US","Online","high",40000,NA
2482235,"f",18,"US","tamuon","US","Online","high",40000,NA
2482273,"f",19,"US","tamuon","US","Online","high",35000,NA
2482289,"f",18,"US","tamuon","US","Online","low",3700,NA
2482290,"f",19,"US","tamuon","US","Online","low",5000,NA
2482324,"f",18,"US","tamuon","US","Online","high",42000,NA
2482338,"f",18,"US","tamuon","US","Online","low",3000,NA
2482356,"f",18,"US","tamuon","US","Online","high",45000,NA
2482368,"f",18,"US","tamuon","US","Online","low",27000,NA
2482388,"f",18,"US","tamuon","US","Online","low",3500,NA
2482419,"f",18,"US","tamuon","US","Online","high",30000,NA
2482421,"f",20,"US","tamuon","US","Online","low",7000,NA
2482471,"m",18,"US","tamuon","US","Online","high",29270,NA
2482482,"f",19,"US","tamuon","US","Online","low",3123,NA
2482508,"f",19,"US","tamuon","US","Online","low",10568,NA
2482555,"f",18,"US","tamuon","US","Online","low",3000,NA
2482563,"f",18,"US","tamuon","US","Online","high",35000,NA
2482564,"m",20,"US","tamuon","US","Online","low",23000,NA
2482587,"f",18,"US","tamuon","US","Online","high",35000,NA
2482588,"f",18,"US","tamuon","US","Online","high",38000,NA
2482605,"m",19,"US","tamuon","US","Online","low",12000,NA
2482611,"f",19,"US","tamuon","US","Online","high",39000,NA
2482621,"f",19,"US","tamuon","US","Online","high",34000,NA
2482623,"f",18,"US","tamuon","US","Online","low",10000,NA
2482632,"m",19,"US","tamuon","US","Online","high",25000,NA
2482634,"f",17,"US","tamuon","US","Online","low",5000,NA
2482654,"f",18,"US","tamuon","US","Online","low",4000,NA
2482707,"f",18,"US","tamuon","US","Online","high",15000,NA
2482727,"m",18,"US","tamuon","US","Online","low",5400,NA
2482751,"m",19,"US","tamuon","US","Online","high",30000,NA
2482753,"f",18,"US","tamuon","US","Online","high",44000,NA
2482758,"f",18,"US","tamuon","US","Online","low",5800,NA
2482762,"f",18,"US","tamuon","US","Online","low",2763,NA
2482783,"f",18,"US","tamuon","US","Online","high",20000,NA
2482784,"m",18,"US","tamuon","US","Online","high",43000,NA
2482866,"f",18,"US","tamuon","US","Online","high",35000,NA
2482868,"f",18,"US","tamuon","US","Online","low",4000,NA
2482869,"f",18,"US","tamuon","US","Online","low",3000,NA
2482872,"f",18,"US","tamuon","US","Online","high",39870,NA
2482873,"f",18,"US","tamuon","US","Online","low",12000,NA
2482963,"f",18,"US","tamuon","US","Online","high",30000,NA
2483014,"f",21,"US","tamuon","US","Online","low",45000,NA
2483023,"f",18,"MX","tamuon","US","Online","high",30000,NA
2483048,"f",18,"US","tamuon","US","Online","high",40000,NA
2483106,"f",19,"US","tamuon","US","Online","high",43000,NA
2483122,"f",18,"US","tamuon","US","Online","low",45000,NA
2483153,"f",18,"US","tamuon","US","Online","high",40000,NA
2483216,"f",19,"US","tamuon","US","Online","low",28000,NA
2483254,"f",19,"US","tamuon","US","Online","high",27000,NA
2483287,"m",19,"US","tamuon","US","Online","high",35000,NA
2483350,"f",18,"US","tamuon","US","Online","high",45450,NA
2483409,"f",20,"US","tamuon","US","Online","high",40000,NA
2483517,"f",20,"US","tamuon","US","Online","low",45000,NA
2483521,"f",18,"US","tamuon","US","Online","low",30000,NA
2483530,"f",18,"US","tamuon","US","Online","low",13000,NA
2483762,"f",19,"US","tamuon","US","Online","low",22000,NA
2483763,"m",19,"US","tamuon","US","Online","low",9000,NA
2483822,"m",18,"US","tamuon","US","Online","high",42357,NA
2483859,"f",19,"US","tamuon","US","Online","high",43000,NA
2483890,"f",19,"US","tamuon","US","Online","high",42000,NA
2483893,"f",18,"US","tamuon","US","Online","low",15000,NA
2483927,"f",19,"US","tamuon","US","Online","high",35000,NA
2483931,"f",18,"US","tamuon","US","Online","low",2750,NA
2483954,"f",18,"US","tamuon","US","Online","high",45000,NA
2484034,"f",20,"US","tamuon","US","Online","low",2500,NA
2484041,"m",19,"US","tamuon","US","Online","high",3500,NA
2484047,"f",18,"US","tamuon","US","Online","low",18796,NA
2484072,"m",19,"US","tamuon","US","Online","low",45000,NA
2484075,"f",18,"US","tamuon","US","Online","high",40000,NA
2484080,"f",18,"US","tamuon","US","Online","high",18765,NA
2484087,"f",18,"US","tamuon","US","Online","low",3200,NA
2484092,"f",19,"US","tamuon","US","Online","high",40000,NA
2484167,"f",19,"US","tamuon","US","Online","low",30000,NA
2484302,"m",19,"US","tamuon","US","Online","low",15546,NA
2484815,"f",18,"US","tamuon","US","Online","low",2200,NA
2484836,"f",19,"US","tamuon","US","Online","high",40000,NA
2485094,"m",21,"US","tamuon","US","Online","high",30000,NA
2485219,"f",19,"US","tamuon","US","Online","low",30000,NA
2485261,"f",18,"US","tamuon","US","Online","high",42000,NA
2489735,"f",19,"NL","tilburg","International","In-lab","low",11154.72,3400
2489737,"f",23,"NL","tilburg","International","In-lab","high",42650.4,13000
2489745,"m",28,"NL","tilburg","International","In-lab","low",11810.88,3600
2489754,"m",18,"NL","tilburg","International","In-lab","low",4593.12,1400
2489759,"f",18,"NL","tilburg","International","In-lab","high",39369.6,12000
2489763,"m",20,"NL","tilburg","International","In-lab","low",27627.6168,8421
2489764,"f",18,"NL","tilburg","International","In-lab","low",17821.3056,5432
2489765,"f",22,"NL","tilburg","International","In-lab","low",19684.8,6000
2489766,"f",18,"NL","tilburg","International","In-lab","low",19684.8,6000
2489777,"m",18,"NL","tilburg","International","In-lab","low",10498.56,3200
2489790,"m",18,"NL","tilburg","International","In-lab","low",8202,2500
2489797,"f",18,"NL","tilburg","International","In-lab","high",42650.4,13000
2489800,"m",21,"NL","tilburg","International","In-lab","low",28542.96,8700
2489804,"m",19,"NL","tilburg","International","In-lab","high",26902.56,8200
2489805,"f",18,"NL","tilburg","International","In-lab","high",32808,10000
2489813,"f",22,"NL","tilburg","International","In-lab","high",26246.4,8000
2489815,"f",19,"NL","tilburg","International","In-lab","low",9842.4,3000
2489819,"f",18,"NL","tilburg","International","In-lab","high",19684.8,6000
2489821,"m",NA,"NL","tilburg","International","In-lab","low",26246.4,8000
2489838,"f",18,"NL","tilburg","International","In-lab","high",15911.88,4850
2489840,"m",21,"NL","tilburg","International","In-lab","low",9842.4,3000
2489842,"f",18,"NL","tilburg","International","In-lab","low",2906.7888,886
2489843,"f",19,"NL","tilburg","International","In-lab","low",8202,2500
2489845,"m",20,"NL","tilburg","International","In-lab","low",4192.8624,1278
2489846,"f",18,"NL","tilburg","International","In-lab","low",3936.96,1200
2489847,"f",24,"NL","tilburg","International","In-lab","low",3379.224,1030
2491639,"f",18,"NL","tilburg","International","In-lab","low",3280.8,1000
2491640,"m",20,"NL","tilburg","International","In-lab","low",10498.56,3200
2491660,"f",20,"NL","tilburg","International","In-lab","low",11810.88,3600
2491661,"f",25,"NL","tilburg","International","In-lab","low",2952.72,900
2491663,"f",19,"NL","tilburg","International","In-lab","low",26246.4,8000
2491675,"m",19,"NL","tilburg","International","In-lab","high",32808,10000
2491681,"f",18,"NL","tilburg","International","In-lab","high",39369.6,12000
2491691,"f",19,"NL","tilburg","International","In-lab","low",5249.28,1600
2491692,"f",18,"NL","tilburg","International","In-lab","low",4265.04,1300
2491695,"f",21,"NL","tilburg","International","In-lab","low",11482.8,3500
2491697,"m",21,"NL","tilburg","International","In-lab","low",3280.8,1000
2493370,"f",20,"NL","tilburg","International","In-lab","low",6561.6,2000
2493371,"f",21,"NL","tilburg","International","In-lab","low",6561.6,2000
2493372,"f",19,"NL","tilburg","International","In-lab","low",11482.8,3500
2493374,"f",18,"NL","tilburg","International","In-lab","high",36088.8,11000
2493403,"f",21,"DE","tilburg","International","In-lab","low",29028.5184,8848
2493618,"f",18,"NL","tilburg","International","In-lab","low",9842.4,3000
2493623,"m",24,"NL","tilburg","International","In-lab","high",17716.32,5400
2493627,"f",19,"NL","tilburg","International","In-lab","low",3608.88,1100
2493630,"f",18,"NL","tilburg","International","In-lab","low",26246.4,8000
2493632,"m",20,"NL","tilburg","International","In-lab","high",4593.12,1400
2493634,"f",18,"NL","tilburg","International","In-lab","low",9842.4,3000
2493639,"m",48,"NL","tilburg","International","In-lab","high",37729.2,11500
2493643,"f",19,"NL","tilburg","International","In-lab","high",22965.6,7000
2495318,"m",28,"NL","tilburg","International","In-lab","low",7053.72,2150
2495320,"f",19,"NL","tilburg","International","In-lab","low",2578.7088,786
2495322,"f",18,"NL","tilburg","International","In-lab","low",2841.1728,866
2495352,"f",20,"NL","tilburg","International","In-lab","low",16404,5000
2495425,"f",20,"NL","tilburg","International","In-lab","low",5905.44,1800
2495427,"f",18,"NL","tilburg","International","In-lab","high",4921.2,1500
2495429,"f",18,"NL","tilburg","International","In-lab","high",44290.8,13500
2495430,"f",18,"NL","tilburg","International","In-lab","low",2624.64,800
2495435,"m",20,"NL","tilburg","International","In-lab","low",27886.8,8500
2495438,"m",21,"NL","tilburg","International","In-lab","low",4921.2,1500
2495440,"f",19,"NL","tilburg","International","In-lab","low",10498.56,3200
2495460,"f",21,"NL","tilburg","International","In-lab","low",26246.4,8000
2495590,"f",18,"NL","tilburg","International","In-lab","low",26246.4,8000
2497280,"f",18,"BE","tilburg","International","In-lab","low",5905.44,1800
2497308,"f",18,"NL","tilburg","International","In-lab","low",12795.12,3900
2410996,"m",19,"US","ufl","US","In-lab","high",33000,NA
2411208,"f",18,"US","ufl","US","In-lab","low",4355,NA
2411213,"f",19,"US","ufl","US","In-lab","low",3000,NA
2413016,"f",18,"HT","ufl","US","In-lab","high",45000,NA
2413018,"f",22,"US","ufl","US","In-lab","high",36000,NA
2413210,"f",19,"US","ufl","US","In-lab","low",3500,NA
2413452,"f",18,"US","ufl","US","In-lab","high",40000,NA
2413453,"f",19,"US","ufl","US","In-lab","low",3000,NA
2413537,"m",19,"US","ufl","US","In-lab","low",3000,NA
2413539,"f",19,"US","ufl","US","In-lab","high",39000,NA
2413641,"m",20,"US","ufl","US","In-lab","low",10000,NA
2413648,"f",18,"US","ufl","US","In-lab","low",4000,NA
2413652,"m",18,"US","ufl","US","In-lab","high",40000,NA
2413747,"f",18,"US","ufl","US","In-lab","low",15000,NA
2413749,"f",18,"US","ufl","US","In-lab","low",27000,NA
2413752,"m",18,"US","ufl","US","In-lab","low",15000,NA
2413870,"f",18,"US","ufl","US","In-lab","low",15000,NA
2413873,"m",18,"US","ufl","US","In-lab","high",39520,NA
2413874,"f",18,"US","ufl","US","In-lab","low",9000,NA
2413875,"m",18,"US","ufl","US","In-lab","low",2574,NA
2413936,"f",18,"US","ufl","US","In-lab","low",14000,NA
2413938,"f",18,"US","ufl","US","In-lab","high",40000,NA
2413939,"f",18,"US","ufl","US","In-lab","low",3500,NA
2418384,"f",23,"US","ufl","US","In-lab","low",30000,NA
2418388,"f",18,"CO","ufl","US","In-lab","high",45000,NA
2418461,"f",18,"US","ufl","US","In-lab","low",6000,NA
2418506,"m",18,"US","ufl","US","In-lab","low",30000,NA
2419239,"m",18,"US","ufl","US","In-lab","low",2800,NA
2419353,"f",18,"US","ufl","US","In-lab","high",30000,NA
2421339,"f",19,"US","ufl","US","In-lab","low",4000,NA
2421344,"f",18,"US","ufl","US","In-lab","high",30000,NA
2421349,"m",19,"US","ufl","US","In-lab","high",26345,NA
2421503,"f",18,"US","ufl","US","In-lab","high",30000,NA
2421843,"m",20,"US","ufl","US","In-lab","low",2870,NA
2422266,"f",19,"US","ufl","US","In-lab","high",38000,NA
2422270,"m",20,"US","ufl","US","In-lab","high",45499,NA
2422294,"m",19,"US","ufl","US","In-lab","high",29000,NA
2422898,"f",18,"US","ufl","US","In-lab","low",2862,NA
2422904,"f",20,"US","ufl","US","In-lab","low",28000,NA
2422910,"f",18,"US","ufl","US","In-lab","low",20000,NA
2422918,"f",18,"US","ufl","US","In-lab","low",12000,NA
2423191,"f",18,"US","ufl","US","In-lab","high",5000,NA
2425333,"f",18,"US","ufl","US","In-lab","high",43000,NA
2425334,"f",18,"US","ufl","US","In-lab","high",36000,NA
2425598,"f",18,"US","ufl","US","In-lab","high",40000,NA
2425912,"f",20,"CA","ufl","US","In-lab","low",5000,NA
2425928,"f",18,"US","ufl","US","In-lab","high",23345,NA
2428447,"f",19,"US","ufl","US","In-lab","low",16000,NA
2428449,"f",19,"CN","ufl","US","In-lab","low",2500,NA
2428541,"f",18,"US","ufl","US","In-lab","high",44212,NA
2428543,"f",19,"US","ufl","US","In-lab","low",5000,NA
2428704,"f",18,"US","ufl","US","In-lab","high",40000,NA
2428708,"f",20,"US","ufl","US","In-lab","high",34000,NA
2428710,"f",18,"US","ufl","US","In-lab","high",30000,NA
2428834,"f",18,"US","ufl","US","In-lab","high",10000,NA
2428836,"f",18,"US","ufl","US","In-lab","low",10000,NA
2428840,"f",19,"US","ufl","US","In-lab","high",45499,NA
2428987,"f",18,"US","ufl","US","In-lab","high",39000,NA
2429136,"f",19,"US","ufl","US","In-lab","low",2500,NA
2429145,"f",18,"US","ufl","US","In-lab","low",10000,NA
2429236,"m",19,"US","ufl","US","In-lab","high",30000,NA
2429239,"f",18,"US","ufl","US","In-lab","high",45000,NA
2429247,"f",18,"CA","ufl","US","In-lab","low",26000,NA
2429263,"m",18,"US","ufl","US","In-lab","high",42300,NA
2430730,"f",18,"US","ufl","US","In-lab","low",2231,NA
2430732,"f",18,"US","ufl","US","In-lab","low",3000,NA
2430736,"f",20,"US","ufl","US","In-lab","low",4000,NA
2430737,"f",19,"US","ufl","US","In-lab","low",17000,NA
2430738,"f",17,"US","ufl","US","In-lab","high",42000,NA
2430899,"f",18,"US","ufl","US","In-lab","low",14000,NA
2430901,"f",18,"US","ufl","US","In-lab","high",40000,NA
2431049,"f",18,"US","ufl","US","In-lab","low",10000,NA
2431050,"m",20,"US","ufl","US","In-lab","high",40000,NA
2431155,"f",18,"US","ufl","US","In-lab","high",45499,NA
2431158,"f",18,"US","ufl","US","In-lab","high",20000,NA
2431163,"f",20,"AF","ufl","US","In-lab","low",10000,NA
2431438,"m",18,"US","ufl","US","In-lab","low",2800,NA
2431545,"f",17,"US","ufl","US","In-lab","high",45000,NA
2431549,"f",18,"US","ufl","US","In-lab","low",12000,NA
2431635,"f",18,"US","ufl","US","In-lab","low",2500,NA
2431639,"f",18,"US","ufl","US","In-lab","high",40000,NA
2431659,"m",18,"US","ufl","US","In-lab","low",5000,NA
2431729,"f",18,"US","ufl","US","In-lab","high",43000,NA
2435972,"f",18,"US","ufl","US","In-lab","high",28000,NA
2442762,"f",20,"US","ufl","US","In-lab","high",45000,NA
2442764,"f",18,"US","ufl","US","In-lab","low",5000,NA
2445943,"f",21,"US","ufl","US","In-lab","high",30000,NA
2445949,"f",18,"US","ufl","US","In-lab","low",30000,NA
2446062,"m",18,"US","ufl","US","In-lab","low",2015,NA
2446209,"m",19,"US","ufl","US","In-lab","low",12000,NA
2446210,"f",18,"US","ufl","US","In-lab","high",40000,NA
2447576,"f",18,"US","ufl","US","In-lab","high",45000,NA
2447837,"f",20,"US","ufl","US","In-lab","low",6000,NA
2452135,"f",18,"US","ufl","US","In-lab","low",22000,NA
2454008,"f",18,"US","ufl","US","In-lab","high",38000,NA
2456516,"m",19,"US","ufl","US","In-lab","low",27000,NA
2461360,"f",18,"US","ufl","US","In-lab","high",40000,NA
2461362,"m",18,"US","ufl","US","In-lab","low",4500,NA
2461364,"f",19,"US","ufl","US","In-lab","high",30000,NA
2461578,"m",18,"US","ufl","US","In-lab","high",45000,NA
2461844,"m",18,"US","ufl","US","In-lab","high",36000,NA
2461847,"m",21,"US","ufl","US","In-lab","high",28880,NA
2461857,"m",18,"US","ufl","US","In-lab","high",38700,NA
2461933,"m",18,"US","ufl","US","In-lab","low",3200,NA
2465977,"m",18,"US","ufl","US","In-lab","low",26000,NA
2465982,"f",18,"CA","ufl","US","In-lab","low",3500,NA
2466010,"f",18,"US","ufl","US","In-lab","low",3400,NA
2467493,"f",18,"US","ufl","US","In-lab","high",38000,NA
2470455,"f",19,"US","ufl","US","In-lab","low",5000,NA
2473477,"m",18,"US","ufl","US","In-lab","low",12000,NA
2473617,"f",21,"US","ufl","US","In-lab","high",40000,NA
2473673,"f",18,"US","ufl","US","In-lab","high",27500,NA
2473798,"f",19,"US","ufl","US","In-lab","high",44000,NA
2479109,"f",19,"US","ufl","US","In-lab","high",43000,NA
2479343,"f",18,"US","ufl","US","In-lab","low",4500,NA
2484771,"m",18,"US","ufl","US","In-lab","low",12000,NA
2484856,"f",18,"US","ufl","US","In-lab","high",28000,NA
2486607,"f",20,"US","ufl","US","In-lab","high",2500,NA
2486610,"f",19,"US","ufl","US","In-lab","high",43000,NA
2481208,"m",34,"IT","unipd","International","Online","low",28871.04,8800
2481290,"f",28,"IT","unipd","International","Online","low",26246.4,8000
2481300,"f",26,"IT","unipd","International","Online","low",9842.4,3000
2481329,"m",30,"IT","unipd","International","Online","low",28871.04,8800
2481381,"m",23,"IT","unipd","International","Online","high",44290.8,13500
2481594,"f",25,"IT","unipd","International","Online","low",7545.84,2300
2481642,"f",25,"IT","unipd","International","Online","high",28871.04,8800
2481650,"f",29,"IT","unipd","International","Online","low",28214.88,8600
2481666,"f",21,"IT","unipd","International","Online","low",3936.96,1200
2481669,"f",20,"IT","unipd","International","Online","low",22965.6,7000
2481678,"f",20,"IT","unipd","International","Online","high",26902.56,8200
2481688,"f",24,"IT","unipd","International","Online","low",2066.904,630
2481705,"m",27,"IT","unipd","International","Online","low",28871.04,8800
2481724,"f",22,"IT","unipd","International","Online","high",29527.2,9000
2481736,"f",22,"IT","unipd","International","Online","low",26246.4,8000
2481756,"f",22,"IT","unipd","International","Online","low",32808,10000
2481761,"f",25,"IT","unipd","International","Online","low",19684.8,6000
2481762,"f",25,"IT","unipd","International","Online","high",27886.8,8500
2481766,"f",24,"IT","unipd","International","Online","low",13123.2,4000
2481795,"f",23,"IT","unipd","International","Online","high",26246.4,8000
2481809,"f",20,"IT","unipd","International","Online","low",29028.5184,8848
2481863,"f",23,"IT","unipd","International","Online","low",26246.4,8000
2481866,"f",22,"IT","unipd","International","Online","high",29199.12,8900
2481915,"m",21,"IT","unipd","International","Online","low",29133.504,8880
2481937,"f",23,"IT","unipd","International","Online","high",26246.4,8000
2482162,"f",22,"IT","unipd","International","Online","low",29028.5184,8848
2482220,"f",52,"IT","unipd","International","Online","high",26246.4,8000
2482438,"m",24,"IT","unipd","International","Online","high",26574.48,8100
2482476,"m",23,"other","unipd","International","Online","high",26246.4,8000
2482519,"f",21,"IT","unipd","International","Online","low",26246.4,8000
2482626,"f",25,"IT","unipd","International","Online","high",26246.4,8000
2482864,"f",23,"IT","unipd","International","Online","low",29035.08,8850
2483502,"f",20,"IT","unipd","International","Online","high",26246.4,8000
2483553,"m",24,"IT","unipd","International","Online","low",26246.4,8000
2483612,"f",21,"IT","unipd","International","Online","high",32808,10000
2483629,"f",22,"IT","unipd","International","Online","low",8202,2500
2483770,"m",47,"IT","unipd","International","Online","high",42584.784,12980
2483791,"f",30,"IT","unipd","International","Online","low",26246.4,8000
2483792,"f",25,"IT","unipd","International","Online","high",26207.0304,7988
2483932,"m",23,"IT","unipd","International","Online","high",27722.76,8450
2483985,"f",25,"IT","unipd","International","Online","low",2624.64,800
2484019,"f",23,"IT","unipd","International","Online","high",13123.2,4000
2484326,"f",46,"IT","unipd","International","Online","low",19684.8,6000
2484434,"f",20,"IT","unipd","International","Online","high",26902.56,8200
2484464,"m",20,"IT","unipd","International","Online","high",38385.36,11700
2484467,"m",21,"IT","unipd","International","Online","low",28907.1288,8811
2484491,"f",21,"IT","unipd","International","Online","low",22965.6,7000
2484505,"f",21,"IT","unipd","International","Online","low",13123.2,4000
2484642,"f",25,"IT","unipd","International","Online","low",27886.8,8500
2484702,"f",20,"IT","unipd","International","Online","low",28871.04,8800
2484722,"m",24,"IT","unipd","International","Online","low",3156.1296,962
2484843,"m",29,"IT","unipd","International","Online","high",37729.2,11500
2484977,"f",21,"IT","unipd","International","Online","low",22965.6,7000
2485013,"m",25,"IT","unipd","International","Online","low",3936.96,1200
2485084,"m",54,"IT","unipd","International","Online","high",29199.12,8900
2485107,"f",24,"IT","unipd","International","Online","low",28871.04,8800
2485979,"m",25,"IT","unipd","International","Online","high",29527.2,9000
2485980,"f",21,"IT","unipd","International","Online","high",36088.8,11000
2486003,"f",21,"IT","unipd","International","Online","high",28871.04,8800
2486015,"m",24,"IT","unipd","International","Online","high",29028.5184,8848
2486023,"m",22,"IT","unipd","International","Online","high",29028.5184,8848
2486027,"m",24,"IT","unipd","International","Online","low",31167.6,9500
2486040,"m",24,"IT","unipd","International","Online","high",26574.48,8100
2486108,"m",24,"IT","unipd","International","Online","low",29028.5184,8848
2486115,"m",21,"IT","unipd","International","Online","high",28214.88,8600
2486145,"m",15,"IT","unipd","International","Online","low",28542.96,8700
2486157,"m",25,"IT","unipd","International","Online","high",29418.9336,8967
2486158,"f",22,"IT","unipd","International","Online","low",28871.04,8800
2486167,"f",24,"IT","unipd","International","Online","high",39369.6,12000
2486181,"f",23,"IT","unipd","International","Online","high",26246.4,8000
2486191,"f",47,"IT","unipd","International","Online","high",42650.4,13000
2486204,"f",25,"IT","unipd","International","Online","low",13123.2,4000
2486230,"m",21,"IT","unipd","International","Online","low",15905.3184,4848
2486263,"f",22,"IT","unipd","International","Online","low",28871.04,8800
2486620,"m",30,"IT","unipd","International","Online","high",29028.5184,8848
2486678,"m",21,"IT","unipd","International","Online","high",29353.3176,8947
2486682,"m",24,"IT","unipd","International","Online","low",26902.56,8200
2486702,"m",24,"IT","unipd","International","Online","low",28871.04,8800
2487026,"m",37,"IT","unipd","International","Online","high",41666.16,12700
2487183,"m",23,"IT","unipd","International","Online","low",26246.4,8000
2487244,"f",25,"IT","unipd","International","Online","low",2460.6,750
2487632,"f",20,"IT","unipd","International","Online","low",26246.4,8000
2487815,"m",21,"IT","unipd","International","Online","low",29090.8536,8867
2487825,"m",29,"IT","unipd","International","Online","high",27558.72,8400
2487891,"f",28,"IT","unipd","International","Online","low",16404,5000
2487978,"m",26,"IT","unipd","International","Online","high",29199.12,8900
2488018,"m",21,"IT","unipd","International","Online","high",26672.904,8130
2488497,"f",32,"IT","unipd","International","Online","high",32808,10000
2488508,"f",28,"IT","unipd","International","Online","low",25918.32,7900
2488542,"m",25,"IT","unipd","International","Online","low",16404,5000
2488545,"m",30,"IT","unipd","International","Online","high",29025.2376,8847
2488556,"f",21,"IT","unipd","International","Online","high",41229.8136,12567
2488614,"m",21,"IT","unipd","International","Online","low",29028.5184,8848
2488655,"m",21,"IT","unipd","International","Online","low",27558.72,8400
2488731,"m",21,"IT","unipd","International","Online","low",26246.4,8000
2488886,"m",19,"IT","unipd","International","Online","low",29028.5184,8848
2489807,"m",21,"IT","unipd","International","Online","low",29028.5184,8848
2489876,"f",46,"IT","unipd","International","Online","high",28871.04,8800
2490054,"f",20,"IT","unipd","International","Online","high",27886.8,8500
2490369,"f",48,"IT","unipd","International","Online","high",28903.848,8810
2491671,"f",22,"IT","unipd","International","Online","high",28542.96,8700
2493475,"f",21,"IT","unipd","International","Online","low",4855.584,1480
2443384,"f",18,"US","uva","US","In-lab","high",36000,NA
2443392,"m",19,"US","uva","US","In-lab","low",2009,NA
2443401,"f",18,"US","uva","US","In-lab","low",3500,NA
2443436,"f",17,"GR","uva","US","In-lab","low",2500,NA
2443449,"f",18,"US","uva","US","In-lab","high",32000,NA
2443485,"m",21,"CN","uva","US","In-lab","high",10000,NA
2443494,"f",20,"US","uva","US","In-lab","low",20000,NA
2443583,"f",18,"US","uva","US","In-lab","high",45300,NA
2443625,"f",18,"US","uva","US","In-lab","high",15000,NA
2443643,"m",19,"IT","uva","US","In-lab","high",35000,NA
2443646,"m",19,"US","uva","US","In-lab","low",15500,NA
2443669,"f",18,"US","uva","US","In-lab","high",38000,NA
2456535,"f",22,"MY","uva","US","In-lab","low",3000,NA
2456539,"m",19,"US","uva","US","In-lab","high",37000,NA
2456541,"f",18,"KR","uva","US","In-lab","low",2100,NA
2456550,"f",18,"US","uva","US","In-lab","high",34000,NA
2456616,"f",18,"US","uva","US","In-lab","low",10000,NA
2456620,"f",18,"US","uva","US","In-lab","low",5000,NA
2456621,"f",18,"US","uva","US","In-lab","high",30000,NA
2456649,"f",18,"KR","uva","US","In-lab","low",7000,NA
2456696,"m",18,"US","uva","US","In-lab","low",5000,NA
2456699,"m",18,"US","uva","US","In-lab","low",20000,NA
2456709,"f",18,"US","uva","US","In-lab","high",38000,NA
2456741,"f",19,"US","uva","US","In-lab","high",44000,NA
2456758,"f",19,"US","uva","US","In-lab","high",36000,NA
2456762,"f",21,"HK","uva","US","In-lab","low",5000,NA
2456767,"f",18,"US","uva","US","In-lab","high",5000,NA
2461896,"f",21,"KR","uva","US","In-lab","low",15000,NA
2461900,"f",18,"US","uva","US","In-lab","low",2250,NA
2461901,"f",18,"US","uva","US","In-lab","low",6000,NA
2461905,"f",18,"US","uva","US","In-lab","high",25500,NA
2461950,"m",18,"US","uva","US","In-lab","high",40000,NA
2461952,"f",18,"FR","uva","US","In-lab","low",3000,NA
2461953,"m",22,"JP","uva","US","In-lab","high",45000,NA
2462040,"m",18,"US","uva","US","In-lab","low",11000,NA
2462051,"m",18,"US","uva","US","In-lab","high",30000,NA
2462060,"m",18,"US","uva","US","In-lab","low",20000,NA
2462122,"m",26,"US","uva","US","In-lab","high",42000,NA
2493673,"f",18,"US","uva","US","In-lab","low",15000,NA
2493676,"f",18,"US","uva","US","In-lab","low",3000,NA
2493677,"f",19,"US","uva","US","In-lab","low",25000,NA
2493724,"m",18,"US","uva","US","In-lab","low",22000,NA
2493743,"f",18,"US","uva","US","In-lab","low",27000,NA
2493783,"f",18,"US","uva","US","In-lab","low",10000,NA
2493784,"f",18,"US","uva","US","In-lab","high",40000,NA
2493797,"m",18,"US","uva","US","In-lab","low",2500,NA
2493804,"m",19,"US","uva","US","In-lab","low",20000,NA
