"iid","pid","gender","age","date_like","other_like","date_want","other_want","match","self_attr","self_sinc","self_intel","self_fun","self_amb","other_attr","other_sinc","other_intel","other_fun","other_amb","other_shar","date_attr","date_sinc","date_intel","date_fun","date_amb","date_shar","self_imp_attr","self_imp_sinc","self_imp_intel","self_imp_fun","self_imp_amb","self_imp_shar","other_imp_attr","other_imp_sinc","other_imp_intel","other_imp_fun","other_imp_amb","other_imp_shar"
216,199,"male",27,7,3,1,0,0,5,10,9,9,10,1,6,6,6,7,2,8,7,7,6,7,5,7.5,17.5,20,22.5,12.5,20,17.5,17.5,20,12.5,20,12.5
216,200,"male",27,7,6,1,0,0,5,10,9,9,10,3,7,7,6,NA,NA,8,8,8,8,8,5,7.5,17.5,20,22.5,12.5,20,13.21,18.87,18.87,16.98,16.98,15.09
216,201,"male",27,8,6,1,0,0,5,10,9,9,10,3,8,8,7,NA,NA,9,9,9,9,9,9,7.5,17.5,20,22.5,12.5,20,15.38,17.31,17.31,17.31,17.31,15.38
216,202,"male",27,8,6,1,0,0,5,10,9,9,10,5,8,7,8,9,7,9,9,9,9,9,9,7.5,17.5,20,22.5,12.5,20,15.38,19.23,19.23,19.23,15.38,11.54
216,203,"male",27,8,1,1,0,0,5,10,9,9,10,2,5,6,5,7,4,9,9,9,9,9,9,7.5,17.5,20,22.5,12.5,20,16,20,18,20,18,8
216,204,"male",27,9,8,0,0,0,5,10,9,9,10,3,8,10,6,10,7,7,10,10,10,10,5,7.5,17.5,20,22.5,12.5,20,19.61,15.69,17.65,15.69,17.65,13.73
216,205,"male",27,6,2,1,0,0,5,10,9,9,10,2,8,4,4,7,2,7,8,7,8,7,5,7.5,17.5,20,22.5,12.5,20,15.38,17.31,19.23,19.23,11.54,17.31
216,206,"male",27,7,8,0,1,0,5,10,9,9,10,2,8,8,7,8,5,5,10,8,7,5,5,7.5,17.5,20,22.5,12.5,20,14.58,16.67,20.83,18.75,16.67,12.5
216,207,"male",27,8,6,1,0,0,5,10,9,9,10,3,8,8,9,4,5,10,10,10,10,8,8,7.5,17.5,20,22.5,12.5,20,17.31,13.46,17.31,19.23,19.23,13.46
216,208,"male",27,7,10,1,0,0,5,10,9,9,10,5,5,10,5,5,5,8,9,9,9,9,9,7.5,17.5,20,22.5,12.5,20,11.54,13.46,19.23,19.23,19.23,17.31
216,209,"male",27,6,NA,1,0,0,5,10,9,9,10,5,6,7,8,NA,NA,6,9,9,8,7,6,7.5,17.5,20,22.5,12.5,20,13.04,21.74,17.39,17.39,15.22,15.22
216,210,"male",27,8,1,1,0,0,5,10,9,9,10,1,1,1,1,1,1,8,9,9,9,9,8,7.5,17.5,20,22.5,12.5,20,20,15.56,20,15.56,11.11,17.78
216,211,"male",27,7,6,1,0,0,5,10,9,9,10,4,9,10,7,10,6,9,8,9,9,9,9,7.5,17.5,20,22.5,12.5,20,16.36,16.36,18.18,18.18,16.36,14.55
216,212,"male",27,7,6,1,0,0,5,10,9,9,10,6,7,8,7,8,7,9,8,9,9,9,9,7.5,17.5,20,22.5,12.5,20,14.29,18.37,18.37,16.33,18.37,14.29
216,213,"male",27,8,6,1,0,0,5,10,9,9,10,6,8,9,7,7,7,9,9,9,9,9,9,7.5,17.5,20,22.5,12.5,20,15.52,17.24,17.24,17.24,17.24,15.52
217,194,"male",26,6,6,0,1,0,7,10,10,7,10,8,8,10,7,10,9,3,9,9,4,7,6,21.28,17.02,21.28,12.77,6.38,21.28,16,16,20,16,18,14
217,195,"male",26,7,6,1,1,1,7,10,10,7,10,9,6,10,7,9,6,6,5,9,4,6,5,21.28,17.02,21.28,12.77,6.38,21.28,15.38,19.23,19.23,19.23,13.46,13.46
217,196,"male",26,7,8,0,1,0,7,10,10,7,10,6,8,7,6,7,9,4,7,8,5,4,6,21.28,17.02,21.28,12.77,6.38,21.28,17.65,17.65,17.65,15.69,15.69,15.69
217,197,"male",26,7,7,1,1,1,7,10,10,7,10,8,9,9,7,9,4,7,7,9,7,7,7,21.28,17.02,21.28,12.77,6.38,21.28,14,18,20,18,16,14
217,198,"male",26,4,4,0,0,0,7,10,10,7,10,6,5,7,5,5,6,3,7,6,3,5,3,21.28,17.02,21.28,12.77,6.38,21.28,15.38,19.23,17.31,19.23,9.62,19.23
217,199,"male",26,8,6,1,1,1,7,10,10,7,10,9,9,9,8,9,8,9,6,7,5,6,7,21.28,17.02,21.28,12.77,6.38,21.28,17.5,17.5,20,12.5,20,12.5
217,200,"male",26,7,8,1,1,1,7,10,10,7,10,8,10,10,8,10,NA,7,7,7,5,7,5,21.28,17.02,21.28,12.77,6.38,21.28,13.21,18.87,18.87,16.98,16.98,15.09
217,201,"male",26,6,6,0,1,0,7,10,10,7,10,7,8,10,NA,9,NA,5,7,6,5,4,5,21.28,17.02,21.28,12.77,6.38,21.28,15.38,17.31,17.31,17.31,17.31,15.38
217,202,"male",26,6,8,1,1,1,7,10,10,7,10,9,8,9,8,10,7,5,7,9,6,8,7,21.28,17.02,21.28,12.77,6.38,21.28,15.38,19.23,19.23,19.23,15.38,11.54
217,203,"male",26,7,10,1,0,0,7,10,10,7,10,10,7,9,10,10,7,6,8,9,6,9,8,21.28,17.02,21.28,12.77,6.38,21.28,16,20,18,20,18,8
217,204,"male",26,6,9,0,1,0,7,10,10,7,10,9,8,10,8,10,7,4,6,7,7,7,5,21.28,17.02,21.28,12.77,6.38,21.28,19.61,15.69,17.65,15.69,17.65,13.73
217,205,"male",26,5,8,0,1,0,7,10,10,7,10,10,10,10,7,9,6,5,6,5,4,5,5,21.28,17.02,21.28,12.77,6.38,21.28,15.38,17.31,19.23,19.23,11.54,17.31
217,206,"male",26,5,7,0,0,0,7,10,10,7,10,9,5,9,6,6,5,3,7,7,5,5,4,21.28,17.02,21.28,12.77,6.38,21.28,14.58,16.67,20.83,18.75,16.67,12.5
217,207,"male",26,9,7,1,0,0,7,10,10,7,10,7,8,10,7,9,7,9,7,6,8,6,5,21.28,17.02,21.28,12.77,6.38,21.28,17.31,13.46,17.31,19.23,19.23,13.46
217,208,"male",26,8,7,1,1,1,7,10,10,7,10,6,8,8,8,8,8,7,8,8,9,8,7,21.28,17.02,21.28,12.77,6.38,21.28,11.54,13.46,19.23,19.23,19.23,17.31
217,209,"male",26,5,NA,0,0,0,7,10,10,7,10,6,6,9,NA,9,NA,4,7,7,5,5,5,21.28,17.02,21.28,12.77,6.38,21.28,13.04,21.74,17.39,17.39,15.22,15.22
217,210,"male",26,5,5,0,0,0,7,10,10,7,10,9,NA,9,1,NA,NA,4,7,7,6,5,6,21.28,17.02,21.28,12.77,6.38,21.28,20,15.56,20,15.56,11.11,17.78
217,211,"male",26,5,3,1,0,0,7,10,10,7,10,5,7,9,5,9,4,6,6,6,3,5,4,21.28,17.02,21.28,12.77,6.38,21.28,16.36,16.36,18.18,18.18,16.36,14.55
217,212,"male",26,8,8,1,1,1,7,10,10,7,10,7,10,10,7,10,5,6,10,8,8,6,6,21.28,17.02,21.28,12.77,6.38,21.28,14.29,18.37,18.37,16.33,18.37,14.29
217,213,"male",26,6,8,1,1,1,7,10,10,7,10,8,8,9,8,10,8,7,6,7,5,6,6,21.28,17.02,21.28,12.77,6.38,21.28,15.52,17.24,17.24,17.24,17.24,15.52
218,194,"male",24,3,6,0,1,0,7,6,10,3,10,8,9,10,7,10,7,2,6,4,5,4,4,20.51,5.13,23.08,12.82,17.95,20.51,16,16,20,16,18,14
218,195,"male",24,6,7,1,0,0,7,6,10,3,10,6,10,10,5,9,6,6,7,7,5,6,6,20.51,5.13,23.08,12.82,17.95,20.51,15.38,19.23,19.23,19.23,13.46,13.46
218,196,"male",24,2,2,0,0,0,7,6,10,3,10,2,3,3,2,NA,NA,2,5,4,3,6,2,20.51,5.13,23.08,12.82,17.95,20.51,17.65,17.65,17.65,15.69,15.69,15.69
218,197,"male",24,2,4,0,0,0,7,6,10,3,10,7,8,7,6,8,3,3,3,4,4,4,3,20.51,5.13,23.08,12.82,17.95,20.51,14,18,20,18,16,14
218,198,"male",24,3,4,0,0,0,7,6,10,3,10,5,4,5,5,4,5,3,7,5,3,4,2,20.51,5.13,23.08,12.82,17.95,20.51,15.38,19.23,17.31,19.23,9.62,19.23
218,199,"male",24,5,6,0,1,0,7,6,10,3,10,4,9,9,4,9,4,4,4,6,6,6,5,20.51,5.13,23.08,12.82,17.95,20.51,17.5,17.5,20,12.5,20,12.5
218,200,"male",24,6,7,1,0,0,7,6,10,3,10,6,7,9,5,9,NA,7,6,7,6,6,6,20.51,5.13,23.08,12.82,17.95,20.51,13.21,18.87,18.87,16.98,16.98,15.09
218,201,"male",24,5,1,0,0,0,7,6,10,3,10,2,8,NA,1,NA,1,6,6,6,5,5,4,20.51,5.13,23.08,12.82,17.95,20.51,15.38,17.31,17.31,17.31,17.31,15.38
218,202,"male",24,5,6,1,0,0,7,6,10,3,10,6,8,9,6,8,7,6,6,8,5,5,6,20.51,5.13,23.08,12.82,17.95,20.51,15.38,19.23,19.23,19.23,15.38,11.54
218,203,"male",24,5,7,1,0,0,7,6,10,3,10,7,5,10,7,10,NA,6,6,8,6,6,6,20.51,5.13,23.08,12.82,17.95,20.51,16,20,18,20,18,8
218,204,"male",24,5,6,1,0,0,7,6,10,3,10,5,7,9,5,9,5,6,5,5,6,6,4,20.51,5.13,23.08,12.82,17.95,20.51,19.61,15.69,17.65,15.69,17.65,13.73
218,205,"male",24,6,6,1,0,0,7,6,10,3,10,5,8,8,6,6,5,6,6,7,6,6,7,20.51,5.13,23.08,12.82,17.95,20.51,15.38,17.31,19.23,19.23,11.54,17.31
218,206,"male",24,5,6,1,1,1,7,6,10,3,10,7,7,7,7,7,7,5,7,8,5,6,5,20.51,5.13,23.08,12.82,17.95,20.51,14.58,16.67,20.83,18.75,16.67,12.5
218,207,"male",24,6,7,1,0,0,7,6,10,3,10,6,9,8,6,8,3,6,5,6,7,6,4,20.51,5.13,23.08,12.82,17.95,20.51,17.31,13.46,17.31,19.23,19.23,13.46
218,208,"male",24,5,5,1,0,0,7,6,10,3,10,5,8,10,8,8,5,7,6,6,8,7,4,20.51,5.13,23.08,12.82,17.95,20.51,11.54,13.46,19.23,19.23,19.23,17.31
218,209,"male",24,2,NA,0,0,0,7,6,10,3,10,5,NA,5,NA,NA,NA,3,4,5,5,4,1,20.51,5.13,23.08,12.82,17.95,20.51,13.04,21.74,17.39,17.39,15.22,15.22
218,210,"male",24,5,2,0,0,0,7,6,10,3,10,6,10,NA,NA,NA,NA,4,4,6,5,5,5,20.51,5.13,23.08,12.82,17.95,20.51,20,15.56,20,15.56,11.11,17.78
218,211,"male",24,4,3,0,0,0,7,6,10,3,10,3,7,10,3,10,5,5,5,4,5,4,4,20.51,5.13,23.08,12.82,17.95,20.51,16.36,16.36,18.18,18.18,16.36,14.55
218,212,"male",24,5,5,0,0,0,7,6,10,3,10,6,7,7,6,8,5,6,5,6,6,6,5,20.51,5.13,23.08,12.82,17.95,20.51,14.29,18.37,18.37,16.33,18.37,14.29
218,213,"male",24,5,5,1,0,0,7,6,10,3,10,7,8,9,6,9,5,6,6,6,5,6,5,20.51,5.13,23.08,12.82,17.95,20.51,15.52,17.24,17.24,17.24,17.24,15.52
219,194,"male",26,5,6,0,1,0,7,7,9,6,6,8,9,8,7,8,6,3,7,NA,3,4,5,16.28,16.28,18.6,16.28,16.28,16.28,16,16,20,16,18,14
219,195,"male",26,7,9,1,0,0,7,7,9,6,6,9,10,9,9,8,9,7,8,7,7,4,7,16.28,16.28,18.6,16.28,16.28,16.28,15.38,19.23,19.23,19.23,13.46,13.46
219,196,"male",26,7,7,1,1,1,7,7,9,6,6,6,7,7,7,7,8,8,7,7,5,5,7,16.28,16.28,18.6,16.28,16.28,16.28,17.65,17.65,17.65,15.69,15.69,15.69
219,197,"male",26,6,4,1,0,0,7,7,9,6,6,7,7,8,6,7,4,6,8,6,5,5,6,16.28,16.28,18.6,16.28,16.28,16.28,14,18,20,18,16,14
219,198,"male",26,4,4,0,0,0,7,7,9,6,6,5,4,5,4,4,4,3,6,5,5,5,3,16.28,16.28,18.6,16.28,16.28,16.28,15.38,19.23,17.31,19.23,9.62,19.23
219,199,"male",26,6,9,1,1,1,7,7,9,6,6,9,10,10,10,9,10,6,6,6,6,5,5,16.28,16.28,18.6,16.28,16.28,16.28,17.5,17.5,20,12.5,20,12.5
219,200,"male",26,7,8,1,0,0,7,7,9,6,6,7,9,8,8,8,NA,7,7,7,7,7,7,16.28,16.28,18.6,16.28,16.28,16.28,13.21,18.87,18.87,16.98,16.98,15.09
219,201,"male",26,7,4,0,0,0,7,7,9,6,6,7,NA,NA,NA,NA,NA,5,8,6,5,5,6,16.28,16.28,18.6,16.28,16.28,16.28,15.38,17.31,17.31,17.31,17.31,15.38
219,202,"male",26,6,7,0,0,0,7,7,9,6,6,8,8,9,7,8,5,4,7,7,5,5,5,16.28,16.28,18.6,16.28,16.28,16.28,15.38,19.23,19.23,19.23,15.38,11.54
219,203,"male",26,7,7,1,0,0,7,7,9,6,6,8,6,9,8,8,NA,7,7,7,7,6,7,16.28,16.28,18.6,16.28,16.28,16.28,16,20,18,20,18,8
219,204,"male",26,6,9,1,0,0,7,7,9,6,6,7,8,9,8,8,8,6,6,8,6,7,5,16.28,16.28,18.6,16.28,16.28,16.28,19.61,15.69,17.65,15.69,17.65,13.73
219,205,"male",26,6,6,1,0,0,7,7,9,6,6,6,6,6,6,6,6,8,7,7,6,5,5,16.28,16.28,18.6,16.28,16.28,16.28,15.38,17.31,19.23,19.23,11.54,17.31
219,206,"male",26,5,6,0,1,0,7,7,9,6,6,7,7,7,7,7,NA,5,6,6,5,5,6,16.28,16.28,18.6,16.28,16.28,16.28,14.58,16.67,20.83,18.75,16.67,12.5
219,207,"male",26,8,9,1,1,1,7,7,9,6,6,9,9,9,10,9,8,8,6,8,9,5,8,16.28,16.28,18.6,16.28,16.28,16.28,17.31,13.46,17.31,19.23,19.23,13.46
219,208,"male",26,7,9,1,1,1,7,7,9,6,6,8,9,9,9,9,9,7,7,7,7,6,7,16.28,16.28,18.6,16.28,16.28,16.28,11.54,13.46,19.23,19.23,19.23,17.31
219,209,"male",26,5,NA,0,0,0,7,7,9,6,6,6,5,NA,NA,NA,NA,5,7,6,5,5,5,16.28,16.28,18.6,16.28,16.28,16.28,13.04,21.74,17.39,17.39,15.22,15.22
219,210,"male",26,6,7,0,1,0,7,7,9,6,6,9,8,5,NA,NA,NA,4,7,6,4,5,5,16.28,16.28,18.6,16.28,16.28,16.28,20,15.56,20,15.56,11.11,17.78
219,211,"male",26,6,8,1,1,1,7,7,9,6,6,6,10,9,10,7,7,6,5,7,7,5,5,16.28,16.28,18.6,16.28,16.28,16.28,16.36,16.36,18.18,18.18,16.36,14.55
219,212,"male",26,8,7,1,1,1,7,7,9,6,6,8,8,9,8,9,6,8,8,8,8,6,7,16.28,16.28,18.6,16.28,16.28,16.28,14.29,18.37,18.37,16.33,18.37,14.29
219,213,"male",26,7,7,1,0,0,7,7,9,6,6,8,8,8,8,10,8,7,6,7,6,5,7,16.28,16.28,18.6,16.28,16.28,16.28,15.52,17.24,17.24,17.24,17.24,15.52
220,194,"male",25,2,7,0,0,0,10,10,10,10,10,6,10,10,9,10,7,5,8,8,7,9,0,16.67,16.67,16.67,16.67,14.81,18.52,16,16,20,16,18,14
220,195,"male",25,9,9,1,0,0,10,10,10,10,10,5,10,9,8,9,6,8,8,9,10,8,9,16.67,16.67,16.67,16.67,14.81,18.52,15.38,19.23,19.23,19.23,13.46,13.46
220,196,"male",25,9,2,1,0,0,10,10,10,10,10,4,4,3,3,3,NA,10,10,10,9,9,10,16.67,16.67,16.67,16.67,14.81,18.52,17.65,17.65,17.65,15.69,15.69,15.69
220,197,"male",25,9,4,1,0,0,10,10,10,10,10,7,7,7,7,7,5,8,8,7,8,9,10,16.67,16.67,16.67,16.67,14.81,18.52,14,18,20,18,16,14
220,198,"male",25,7,2,0,0,0,10,10,10,10,10,3,2,8,4,5,4,8,8,8,9,8,8,16.67,16.67,16.67,16.67,14.81,18.52,15.38,19.23,17.31,19.23,9.62,19.23
220,199,"male",25,2,8,0,0,0,10,10,10,10,10,2,10,8,10,8,7,8,6,7,6,7,2,16.67,16.67,16.67,16.67,14.81,18.52,17.5,17.5,20,12.5,20,12.5
220,200,"male",25,9,8,1,0,0,10,10,10,10,10,6,10,9,NA,8,NA,9,9,9,8,9,10,16.67,16.67,16.67,16.67,14.81,18.52,13.21,18.87,18.87,16.98,16.98,15.09
220,201,"male",25,10,4,1,0,0,10,10,10,10,10,3,8,8,3,8,3,10,10,10,10,10,10,16.67,16.67,16.67,16.67,14.81,18.52,15.38,17.31,17.31,17.31,17.31,15.38
220,202,"male",25,8,5,1,0,0,10,10,10,10,10,5,9,9,7,8,4,8,8,8,8,8,8,16.67,16.67,16.67,16.67,14.81,18.52,15.38,19.23,19.23,19.23,15.38,11.54
220,203,"male",25,9,7,1,0,0,10,10,10,10,10,3,9,9,7,9,6,9,9,9,8,8,9,16.67,16.67,16.67,16.67,14.81,18.52,16,20,18,20,18,8
220,204,"male",25,8,7,0,0,0,10,10,10,10,10,4,7,9,6,8,8,7,8,8,8,10,7,16.67,16.67,16.67,16.67,14.81,18.52,19.61,15.69,17.65,15.69,17.65,13.73
220,205,"male",25,10,7,1,1,1,10,10,10,10,10,8,8,8,7,6,6,8,10,10,10,10,10,16.67,16.67,16.67,16.67,14.81,18.52,15.38,17.31,19.23,19.23,11.54,17.31
220,206,"male",25,10,10,1,1,1,10,10,10,10,10,9,10,10,10,9,9,10,10,10,10,10,10,16.67,16.67,16.67,16.67,14.81,18.52,14.58,16.67,20.83,18.75,16.67,12.5
220,207,"male",25,9,7,1,0,0,10,10,10,10,10,7,9,10,10,9,7,10,9,10,10,9,9,16.67,16.67,16.67,16.67,14.81,18.52,17.31,13.46,17.31,19.23,19.23,13.46
220,208,"male",25,8,8,1,1,1,10,10,10,10,10,5,10,10,9,9,9,9,9,9,10,9,8,16.67,16.67,16.67,16.67,14.81,18.52,11.54,13.46,19.23,19.23,19.23,17.31
220,209,"male",25,9,NA,1,0,0,10,10,10,10,10,5,7,6,8,NA,NA,9,9,9,9,9,9,16.67,16.67,16.67,16.67,14.81,18.52,13.04,21.74,17.39,17.39,15.22,15.22
220,210,"male",25,10,8,1,0,0,10,10,10,10,10,5,10,10,NA,9,NA,9,9,9,9,9,9,16.67,16.67,16.67,16.67,14.81,18.52,20,15.56,20,15.56,11.11,17.78
220,211,"male",25,10,6,1,0,0,10,10,10,10,10,6,10,10,6,10,10,10,10,10,10,10,10,16.67,16.67,16.67,16.67,14.81,18.52,16.36,16.36,18.18,18.18,16.36,14.55
220,212,"male",25,9,5,0,0,0,10,10,10,10,10,6,6,7,6,6,5,6,8,9,9,8,9,16.67,16.67,16.67,16.67,14.81,18.52,14.29,18.37,18.37,16.33,18.37,14.29
220,213,"male",25,8,6,1,0,0,10,10,10,10,10,6,7,7,7,7,7,9,10,9,9,9,9,16.67,16.67,16.67,16.67,14.81,18.52,15.52,17.24,17.24,17.24,17.24,15.52
221,194,"male",27,6,8,1,1,1,7,9,9,7,9,8,10,10,8,10,7,4,3,6,7,6,5,15.56,17.78,17.78,17.78,17.78,13.33,16,16,20,16,18,14
221,195,"male",27,7,7,1,0,0,7,9,9,7,9,7,8,7,7,8,6,7,8,8,8,5,5,15.56,17.78,17.78,17.78,17.78,13.33,15.38,19.23,19.23,19.23,13.46,13.46
221,196,"male",27,5,3,1,0,0,7,9,9,7,9,3,6,4,3,3,NA,6,5,5,4,3,3,15.56,17.78,17.78,17.78,17.78,13.33,17.65,17.65,17.65,15.69,15.69,15.69
221,197,"male",27,7,4,1,0,0,7,9,9,7,9,7,7,7,7,7,4,7,6,7,6,6,5,15.56,17.78,17.78,17.78,17.78,13.33,14,18,20,18,16,14
221,198,"male",27,3,3,0,0,0,7,9,9,7,9,3,5,6,4,5,5,3,5,6,3,7,3,15.56,17.78,17.78,17.78,17.78,13.33,15.38,19.23,17.31,19.23,9.62,19.23
221,199,"male",27,8,8,1,1,1,7,9,9,7,9,5,10,9,6,9,2,8,6,7,7,8,3,15.56,17.78,17.78,17.78,17.78,13.33,17.5,17.5,20,12.5,20,12.5
221,200,"male",27,8,7,1,0,0,7,9,9,7,9,7,9,8,NA,7,NA,7,6,7,7,6,5,15.56,17.78,17.78,17.78,17.78,13.33,13.21,18.87,18.87,16.98,16.98,15.09
221,201,"male",27,7,6,1,0,0,7,9,9,7,9,7,7,7,NA,7,NA,7,7,8,8,8,5,15.56,17.78,17.78,17.78,17.78,13.33,15.38,17.31,17.31,17.31,17.31,15.38
221,202,"male",27,8,6,1,0,0,7,9,9,7,9,6,9,9,7,8,5,8,8,8,7,7,3,15.56,17.78,17.78,17.78,17.78,13.33,15.38,19.23,19.23,19.23,15.38,11.54
221,203,"male",27,7,5,1,0,0,7,9,9,7,9,3,7,8,NA,9,3,6,7,9,6,6,3,15.56,17.78,17.78,17.78,17.78,13.33,16,20,18,20,18,8
221,204,"male",27,4,6,0,0,0,7,9,9,7,9,4,7,9,5,6,6,4,5,6,6,7,3,15.56,17.78,17.78,17.78,17.78,13.33,19.61,15.69,17.65,15.69,17.65,13.73
221,205,"male",27,5,7,1,1,1,7,9,9,7,9,8,8,8,8,8,6,5,5,7,6,6,3,15.56,17.78,17.78,17.78,17.78,13.33,15.38,17.31,19.23,19.23,11.54,17.31
221,206,"male",27,7,7,1,1,1,7,9,9,7,9,8,7,8,6,7,5,6,6,7,7,7,5,15.56,17.78,17.78,17.78,17.78,13.33,14.58,16.67,20.83,18.75,16.67,12.5
221,207,"male",27,9,6,1,0,0,7,9,9,7,9,6,7,9,6,7,6,8,7,7,9,9,5,15.56,17.78,17.78,17.78,17.78,13.33,17.31,13.46,17.31,19.23,19.23,13.46
221,208,"male",27,8,5,1,0,0,7,9,9,7,9,5,7,10,8,7,7,7,7,7,8,8,5,15.56,17.78,17.78,17.78,17.78,13.33,11.54,13.46,19.23,19.23,19.23,17.31
221,209,"male",27,4,NA,0,0,0,7,9,9,7,9,8,7,9,7,7,NA,4,8,6,6,3,2,15.56,17.78,17.78,17.78,17.78,13.33,13.04,21.74,17.39,17.39,15.22,15.22
221,210,"male",27,6,3,1,0,0,7,9,9,7,9,5,8,8,2,3,NA,5,7,7,6,6,4,15.56,17.78,17.78,17.78,17.78,13.33,20,15.56,20,15.56,11.11,17.78
221,211,"male",27,6,6,1,0,0,7,9,9,7,9,6,10,10,6,10,10,6,5,6,6,7,3,15.56,17.78,17.78,17.78,17.78,13.33,16.36,16.36,18.18,18.18,16.36,14.55
221,212,"male",27,7,7,1,1,1,7,9,9,7,9,7,7,8,7,8,7,5,8,8,8,8,6,15.56,17.78,17.78,17.78,17.78,13.33,14.29,18.37,18.37,16.33,18.37,14.29
221,213,"male",27,7,7,1,0,0,7,9,9,7,9,8,9,10,6,9,7,5,7,7,7,8,3,15.56,17.78,17.78,17.78,17.78,13.33,15.52,17.24,17.24,17.24,17.24,15.52
222,194,"male",27,4,5,0,0,0,4,9,9,7,4,3,10,9,6,8,5,7,4,4,4,7,2,9.52,19.05,23.81,19.05,4.76,23.81,16,16,20,16,18,14
222,195,"male",27,4,5,0,0,0,4,9,9,7,4,4,5,10,5,6,4,6,3,8,3,3,2,9.52,19.05,23.81,19.05,4.76,23.81,15.38,19.23,19.23,19.23,13.46,13.46
222,196,"male",27,6,2,1,0,0,4,9,9,7,4,2,6,4,2,1,2,7,6,5,3,4,5,9.52,19.05,23.81,19.05,4.76,23.81,17.65,17.65,17.65,15.69,15.69,15.69
222,197,"male",27,8,4,1,0,0,4,9,9,7,4,7,7,7,7,7,4,8,4,7,6,7,5,9.52,19.05,23.81,19.05,4.76,23.81,14,18,20,18,16,14
222,198,"male",27,4,2,0,0,0,4,9,9,7,4,2,3,4,2,3,2,4,7,8,5,6,2,9.52,19.05,23.81,19.05,4.76,23.81,15.38,19.23,17.31,19.23,9.62,19.23
222,199,"male",27,8,3,1,0,0,4,9,9,7,4,2,9,9,9,2,2,10,7,9,8,6,7,9.52,19.05,23.81,19.05,4.76,23.81,17.5,17.5,20,12.5,20,12.5
222,200,"male",27,7,7,1,0,0,4,9,9,7,4,3,9,10,4,9,NA,8,6,4,6,8,4,9.52,19.05,23.81,19.05,4.76,23.81,13.21,18.87,18.87,16.98,16.98,15.09
222,201,"male",27,3,2,0,0,0,4,9,9,7,4,1,7,NA,1,NA,NA,5,4,4,4,4,2,9.52,19.05,23.81,19.05,4.76,23.81,15.38,17.31,17.31,17.31,17.31,15.38
222,202,"male",27,6,5,1,0,0,4,9,9,7,4,2,9,10,4,8,4,6,4,7,7,8,2,9.52,19.05,23.81,19.05,4.76,23.81,15.38,19.23,19.23,19.23,15.38,11.54
222,203,"male",27,7,5,1,0,0,4,9,9,7,4,3,9,10,2,9,3,8,5,6,7,6,3,9.52,19.05,23.81,19.05,4.76,23.81,16,20,18,20,18,8
222,204,"male",27,4,1,0,0,0,4,9,9,7,4,1,6,8,1,2,1,7,6,2,2,8,3,9.52,19.05,23.81,19.05,4.76,23.81,19.61,15.69,17.65,15.69,17.65,13.73
222,205,"male",27,5,10,1,0,0,4,9,9,7,4,3,10,10,5,8,6,7,5,6,8,2,4,9.52,19.05,23.81,19.05,4.76,23.81,15.38,17.31,19.23,19.23,11.54,17.31
222,206,"male",27,6,7,0,1,0,4,9,9,7,4,4,10,10,9,8,7,6,5,6,2,5,4,9.52,19.05,23.81,19.05,4.76,23.81,14.58,16.67,20.83,18.75,16.67,12.5
222,207,"male",27,7,1,1,0,0,4,9,9,7,4,1,1,1,1,1,1,8,4,8,6,4,4,9.52,19.05,23.81,19.05,4.76,23.81,17.31,13.46,17.31,19.23,19.23,13.46
222,208,"male",27,8,5,1,0,0,4,9,9,7,4,5,7,10,5,7,6,8,7,7,8,2,5,9.52,19.05,23.81,19.05,4.76,23.81,11.54,13.46,19.23,19.23,19.23,17.31
222,209,"male",27,4,NA,0,0,0,4,9,9,7,4,3,NA,7,NA,6,NA,6,4,5,7,6,3,9.52,19.05,23.81,19.05,4.76,23.81,13.04,21.74,17.39,17.39,15.22,15.22
222,210,"male",27,9,2,1,0,0,4,9,9,7,4,3,NA,9,1,NA,NA,7,6,9,6,5,5,9.52,19.05,23.81,19.05,4.76,23.81,20,15.56,20,15.56,11.11,17.78
222,211,"male",27,7,6,1,0,0,4,9,9,7,4,4,10,10,5,7,6,8,5,7,5,6,5,9.52,19.05,23.81,19.05,4.76,23.81,16.36,16.36,18.18,18.18,16.36,14.55
222,212,"male",27,9,6,1,0,0,4,9,9,7,4,5,8,8,5,7,6,8,6,6,8,5,6,9.52,19.05,23.81,19.05,4.76,23.81,14.29,18.37,18.37,16.33,18.37,14.29
222,213,"male",27,5,5,0,0,0,4,9,9,7,4,6,8,9,5,6,6,6,5,5,4,6,5,9.52,19.05,23.81,19.05,4.76,23.81,15.52,17.24,17.24,17.24,17.24,15.52
223,194,"male",28,6,6,1,0,0,7,8,9,7,6,6,10,10,7,10,6,7,7,7,8,6,7,17.39,17.39,19.57,19.57,10.87,15.22,16,16,20,16,18,14
223,195,"male",28,5,8,1,0,0,7,8,9,7,6,6,8,10,5,7,6,6,8,6,7,6,5,17.39,17.39,19.57,19.57,10.87,15.22,15.38,19.23,19.23,19.23,13.46,13.46
223,196,"male",28,3,3,0,0,0,7,8,9,7,6,2,7,7,5,NA,NA,7,8,6,2,8,2,17.39,17.39,19.57,19.57,10.87,15.22,17.65,17.65,17.65,15.69,15.69,15.69
223,197,"male",28,5,5,1,0,0,7,8,9,7,6,7,7,7,7,7,5,8,6,7,4,8,5,17.39,17.39,19.57,19.57,10.87,15.22,14,18,20,18,16,14
